Id;degree_centrality;closeness_centrality;eigen_centrality
114242663;0.11842105263157894;0.27682926829268295;0.10269817432867893
40693989;0.09210526315789473;0.3815126050420168;0.009331958570742599
66606777;0.20614035087719298;0.40463458110516937;0.028763605394870998
83108217;0.0043859649122807015;0.20673952641165755;2.0969694884942364e-06
53389453;0.14912280701754385;0.39070567986230637;0.02210102600395213
74157439;0.021929824561403508;0.30675675675675673;0.0040196738642296935
65561782;0.17543859649122806;0.3989455184534271;0.025118113909130938
138062764;0.14912280701754385;0.38803418803418804;0.02212394075778188
67410509;0.013157894736842105;0.2513842746400886;0.00038639081454720103
92302263;0.17982456140350878;0.3961605584642234;0.02370054428065775
112122624;0.008771929824561403;0.26364692218350755;0.0007991489599777963
155211628;0.09210526315789473;0.3338235294117647;0.012118114020593424
188876678;0.17105263157894737;0.3455098934550989;0.15535386745028062
69011954;0.13596491228070176;0.38344594594594594;0.01875714465417384
83507415;0.03070175438596491;0.28553459119496855;0.0005666096033113006
108646079;0.0043859649122807015;0.2998678996036988;0.0008291041663348313
153454462;0.12719298245614036;0.338301043219076;0.11939602804989798
191866817;0.17105263157894737;0.3455098934550989;0.15663951371389603
365614203;0.14473684210526316;0.2936610608020699;0.13966872515128692
87551155;0.008771929824561403;0.23523316062176167;0.00012647737826521933
53651366;0.10087719298245613;0.3455098934550989;0.01247913228778637
90215761;0.13596491228070176;0.39070567986230637;0.019528569631019448
175708881;0.05701754385964912;0.37152209492635024;0.0071594348032020935
156926515;0.07017543859649122;0.32568149210903874;0.009533499988029862
366806475;0.0043859649122807015;0.27921279212792127;0.0006351749183907315
163817106;0.13157894736842105;0.42911153119092627;0.12075184926909681
39605362;0.16228070175438597;0.3398203592814371;0.15586940026476254
387834994;0.013157894736842105;0.25563063063063063;0.0029776368214833033
8913873;0.21929824561403508;0.3508500772797527;0.17724644421283176
83119887;0.11842105263157894;0.2906530089628681;0.1058742203633555
71596581;0.10526315789473684;0.2895408163265306;0.09937030919917635
201801689;0.021929824561403508;0.28375;0.017405766288615822
145311702;0.16666666666666666;0.3913793103448276;0.02255469668112296
118591534;0.16228070175438597;0.3900343642611684;0.022364464935857014
60059102;0.11842105263157894;0.3795986622073579;0.017053326967934226
112677397;0.008771929824561403;0.289171974522293;0.0009782109637782351
256231218;0.008771929824561403;0.303475935828877;0.0011819877731516159
106763490;0.043859649122807015;0.3118131868131868;0.0017764378235948306
115705314;0.17982456140350878;0.34186746987951805;0.16410408302663293
30189819;0.08771929824561403;0.3789649415692821;0.01155872936191343
145991603;0.039473684210526314;0.29750982961992134;0.0007280282520301793
54226354;0.10964912280701754;0.37645107794361526;0.015676274071207284
101779154;0.06140350877192982;0.3614649681528662;0.00902752656990386
46872321;0.07456140350877193;0.273164861612515;0.06818099114706216
20393372;0.10964912280701754;0.337295690936107;0.10327514806731017
194561462;0.08333333333333333;0.36553945249597425;0.012207555974465045
367798724;0.13157894736842105;0.3893653516295026;0.019801708033821152
35468814;0.14912280701754385;0.34238310708898945;0.1285888944357209
53433574;0.10964912280701754;0.3795986622073579;0.015698892982253444
64668986;0.03508771929824561;0.35524256651017216;0.004113884287848891
105894348;0.039473684210526314;0.31659693165969316;0.002703262125429049
105897517;0.16228070175438597;0.3913793103448276;0.020987846041273496
36565259;0.19298245614035087;0.3727422003284072;0.1670704617183833
143467744;0.14912280701754385;0.40754039497307004;0.01832919687798212
101667591;0.10526315789473684;0.3697068403908795;0.01634504583063095
87094013;0.06578947368421052;0.3323572474377745;0.00724865588174613
19612878;0.03508771929824561;0.3603174603174603;0.005373206109550129
50088564;0.02631578947368421;0.3113854595336077;0.002529102068137175
328663637;0.013157894736842105;0.3059299191374663;0.0035738727457559375
103289205;0.06578947368421052;0.33284457478005863;0.007980921250784392
192962726;0.017543859649122806;0.2844611528822055;0.0006519809872362841
109174409;0.14912280701754385;0.3873720136518771;0.018482769652919475
64387636;0.03508771929824561;0.39273356401384085;0.009588154801491387
134181320;0.008771929824561403;0.19585849870578084;4.430842266611325e-06
137688958;0.021929824561403508;0.23186925434116445;3.250464502440982e-05
445057882;0.008771929824561403;0.3042895442359249;0.0034515807569564356
28966029;0.12719298245614036;0.3398203592814371;0.11129531521962156
170662422;0.03070175438596491;0.30675675675675673;0.0016553580141308744
182708703;0.11403508771929824;0.3338235294117647;0.10836280845966748
180548850;0.06578947368421052;0.3727422003284072;0.010867559352332669
213763959;0.008771929824561403;0.23186925434116445;2.0862413026471427e-05
159635153;0.05263157894736842;0.3333333333333333;0.005939436805514076
19073729;0.02631578947368421;0.3038821954484605;0.002046451639528889
137636011;0.05263157894736842;0.36910569105691055;0.009285304883818136
28202231;0.2894736842105263;0.4274952919020716;0.031892301485121
134095207;0.14035087719298245;0.3913793103448276;0.022542547561502018
98110832;0.2412280701754386;0.3022636484687084;0.19936295397222842
16060304;0.008771929824561403;0.303475935828877;0.0016034738462695603
100738103;0.19736842105263158;0.34762633996937214;0.16436554940688358
221981419;0.008771929824561403;0.2812887236679058;0.00046418305361243547
374191490;0.008771929824561403;0.23523316062176167;0.00012647737826521933
342795530;0.15350877192982457;0.34498480243161095;0.13987626283082363
89141816;0.18859649122807018;0.34762633996937214;0.16842348150018657
143300668;0.021929824561403508;0.30926430517711173;0.001000636299155942
56085040;0.08333333333333333;0.3333333333333333;0.07917155330781614
13847248;0.039473684210526314;0.32803468208092484;0.004486280471448018
30541895;0.2236842105263158;0.349768875192604;0.1873892307520413
92451580;0.013157894736842105;0.30551816958277256;0.00354302660280276
