Id;degree_centrality;closeness_centrality;eigen_centrality
11321711;0.0043859649122807015;0.1923728813559322;2.2539471961988764e-06
307748880;0.14035087719298245;0.34186746987951805;0.1255156912785302
10831350;0.013157894736842105;0.27649208282582216;0.0003191290436473203
65516327;0.05263157894736842;0.3229018492176387;0.005104396373653323
144676667;0.039473684210526314;0.30926430517711173;0.0016416190079507902
185396557;0.02631578947368421;0.3224431818181818;0.018350018882521413
64522368;0.2149122807017544;0.40608228980322003;0.027949379333885555
18021920;0.013157894736842105;0.26212471131639725;0.00765971248437859
42366752;0.04824561403508772;0.36378205128205127;0.004940088752780013
380629455;0.12280701754385964;0.2917737789203085;0.1088400632479419
52432087;0.07456140350877193;0.32803468208092484;0.007222006037726161
76896997;0.013157894736842105;0.22998986828774062;2.4219411619750542e-05
177555150;0.043859649122807015;0.267688679245283;0.03774361669261587
135174451;0.12280701754385964;0.37335526315789475;0.018119965303146055
208957087;0.14473684210526316;0.38671209540034074;0.020822152650610003
141691318;0.06578947368421052;0.27218225419664266;0.060421772987123756
118715925;0.008771929824561403;0.2917737789203085;0.0014524162449337703
127984737;0.10526315789473684;0.29028132992327366;0.10526852791007218
79958332;0.16666666666666666;0.3893653516295026;0.022191268043521038
162297277;0.15350877192982457;0.39070567986230637;0.023080885344929487
121842052;0.03508771929824561;0.28410513141426785;0.03688001000273316
145549362;0.0043859649122807015;0.20267857142857143;1.636850648960281e-05
156505285;0.0043859649122807015;0.2597254004576659;6.867838596352811e-05
334908162;0.008771929824561403;0.25678733031674206;9.000486228726495e-05
161193027;0.11403508771929824;0.3886986301369863;0.013479405267170862
100578402;0.02631578947368421;0.23210633946830267;3.3422077005296846e-05
53872439;0.0043859649122807015;0.2597254004576659;6.867838596352811e-05
56449723;0.03070175438596491;0.267688679245283;0.025130251437645922
209066411;0.05263157894736842;0.3827993254637437;0.007534119111221987
148157155;0.013157894736842105;0.24072110286320256;7.122729307765501e-05
315038229;0.02631578947368421;0.34446130500758726;0.002396467571275961
137656754;0.021929824561403508;0.25534308211473566;0.0002545373740410839
209858113;0.04824561403508772;0.31484049930651875;0.004271898284637434
146139512;0.0043859649122807015;0.2618223760092272;0.00010883320348007195
160262936;0.013157894736842105;0.275820170109356;0.0005540503531262498
11692038;0.08771929824561403;0.28880407124681934;0.08923653987117756
91715542;0.04824561403508772;0.26895734597156395;0.04882949186976973
37225098;0.09649122807017543;0.2895408163265306;0.08958758916803293
6810355;0.12280701754385964;0.33779761904761907;0.11252952625335022
39244153;0.17543859649122806;0.40319715808170514;0.022427242306366838
13023176;0.20175438596491227;0.40391459074733094;0.025621392504671228
98256139;0.25877192982456143;0.4274952919020716;0.027179494993945483
137417896;0.14912280701754385;0.3367952522255193;0.13642227802417492
200023930;0.17982456140350878;0.35358255451713394;0.024151058925580823
7746664;0.039473684210526314;0.32107496463932106;0.0042347493145416465
38128854;0.18421052631578946;0.3996478873239437;0.02524829792458221
413681022;0.02631578947368421;0.267688679245283;0.024982323558721067
58508093;0.03508771929824561;0.31095890410958904;0.005798618471222409
133644509;0.09210526315789473;0.3362962962962963;0.08525041091567653
70536455;0.06140350877192982;0.3727422003284072;0.006918404664049344
193301481;0.17105263157894737;0.29595827900912647;0.1565720142406363
20020094;0.02631578947368421;0.30634278002699056;0.0016969919283090933
409106704;0.017543859649122806;0.26426076833527357;0.016420210071680763
273926663;0.013157894736842105;0.3046979865771812;0.003553753663557635
381977137;0.11842105263157894;0.3847457627118644;0.01773446501317684
5765873;0.2149122807017544;0.3508500772797527;0.17809245615618746
61405879;0.017543859649122806;0.3059299191374663;0.0009962712656912123
119149469;0.11842105263157894;0.2913992297817715;0.10910473614337841
26837438;0.021929824561403508;0.3541341653666147;0.0035677441137921847
276437892;0.12280701754385964;0.33431516936671574;0.1161916200762797
16673389;0.06140350877192982;0.3353028064992615;0.06340756435781228
69828080;0.021929824561403508;0.35030864197530864;0.002251398465092423
101561371;0.017543859649122806;0.2539149888143177;0.0005365884749551028
434922109;0.021929824561403508;0.28991060025542786;0.0006794303062786032
68011568;0.08771929824561403;0.32994186046511625;0.08446885468103399
36704197;0.13596491228070176;0.3853989813242784;0.02086898159630337
39555462;0.11842105263157894;0.3840947546531303;0.012836274157345288
168172797;0.06140350877192982;0.33090379008746357;0.007519236032302345
61378354;0.008771929824561403;0.23744769874476987;5.3942999057645694e-05
41614544;0.05263157894736842;0.26895734597156395;0.0494952345868729
61333091;0.10526315789473684;0.275820170109356;0.091240233987038
24775753;0.03508771929824561;0.2433011789924973;0.00012672751879140896
122439335;0.008771929824561403;0.2603211009174312;6.874235352951767e-05
97584698;0.03070175438596491;0.31971830985915495;0.0036681276457518454
85289689;0.17543859649122806;0.34603658536585363;0.1605186104403572
193329243;0.14912280701754385;0.43570057581573896;0.10959514331956331
332244842;0.021929824561403508;0.2379454926624738;7.388835929569394e-05
93718578;0.15350877192982457;0.39273356401384085;0.0222221638815592
122241940;0.013157894736842105;0.23210633946830267;3.714149747667247e-05
81526353;0.12280701754385964;0.2917737789203085;0.11957725173487488
55277602;0.03508771929824561;0.35303265940902023;0.002637025575366492
94822918;0.08771929824561403;0.3853989813242784;0.01040446610092821
33281690;0.008771929824561403;0.2606199770378875;0.00041539725726061973
7601666;0.07456140350877193;0.2725090036014406;0.07448969198327728
84725288;0.12280701754385964;0.37645107794361526;0.015014151489647087
239292372;0.11842105263157894;0.3777038269550749;0.017958315536456826
207242142;0.07894736842105263;0.337295690936107;0.009064572246597786
180840712;0.017543859649122806;0.2412327311370882;7.136245488932365e-05
153613008;0.07894736842105263;0.3367952522255193;0.010092727198639925
280229852;0.14473684210526316;0.3408408408408408;0.13082748396517632
133250453;0.03070175438596491;0.3541341653666147;0.00418071398934935
328978162;0.008771929824561403;0.26273148148148145;0.008098137862817031
13417151;0.08771929824561403;0.37458745874587457;0.010674564157765553
96392913;0.07456140350877193;0.3727422003284072;0.011119833513546933
151625658;0.013157894736842105;0.29028132992327366;0.0008612194286061491
43506759;0.008771929824561403;0.33480825958702065;0.001252012286546726
89937930;0.021929824561403508;0.31353591160220995;0.002218614771663649
60254256;0.12719298245614036;0.29214929214929214;0.12128252017068336
235897006;0.21929824561403508;0.40754039497307004;0.029586088610577512
77868213;0.09649122807017543;0.3808724832214765;0.015179596632914622
184384357;0.10526315789473684;0.34186746987951805;0.012616817493319792
126337514;0.10964912280701754;0.3367952522255193;0.09874557199733952
105363091;0.07894736842105263;0.38605442176870747;0.010498372057762969
14009027;0.017543859649122806;0.2306910569105691;2.5352404352274947e-05
137071050;0.17105263157894737;0.3968531468531469;0.022693160750885285
113697460;0.14473684210526316;0.3886986301369863;0.021378004731731792
62722639;0.3026315789473684;0.4307400379506641;0.03380755245772763
55512780;0.0043859649122807015;0.2078754578754579;0.00023365774585362532
144494752;0.11403508771929824;0.34446130500758726;0.015608593791090808
109837130;0.08771929824561403;0.33284457478005863;0.07571913446675395
22454482;0.04824561403508772;0.3685064935064935;0.006064057132383467
92104278;0.10087719298245613;0.3362962962962963;0.08822477935574966
19641842;0.14035087719298245;0.34186746987951805;0.12227631521954989
52706134;0.09210526315789473;0.274818401937046;0.08414188957556919
113164231;0.08333333333333333;0.33579881656804733;0.010112584264047611
25641826;0.008771929824561403;0.33480825958702065;0.0012520122865467256
204849163;0.03508771929824561;0.2695961995249406;0.03593532602338551
36880180;0.05701754385964912;0.3697068403908795;0.007461120126941806
232831985;0.11842105263157894;0.3789649415692821;0.01498782300158746
80429607;0.10964912280701754;0.38344594594594594;0.015867386088041387
221021382;0.10087719298245613;0.274818401937046;0.0845616124475907
223881754;0.2149122807017544;0.3508500772797527;0.18547643842583236
114141450;0.20614035087719298;0.349768875192604;0.17214140788663462
279333435;0.12719298245614036;0.3393124065769806;0.1134875894571025
136965395;0.013157894736842105;0.3038821954484605;0.0012925069940574936
236856029;0.043859649122807015;0.2686390532544379;0.03969351767715177
26436193;0.02631578947368421;0.2948051948051948;0.0010352429548284535
59477024;0.3026315789473684;0.5011037527593819;0.03979115581739017
154745473;0.12280701754385964;0.2771672771672772;0.10651917898969805
52305642;0.08333333333333333;0.33284457478005863;0.01098709880639698
44144085;0.013157894736842105;0.27088305489260145;0.00014731817204830446
34598859;0.2149122807017544;0.3465648854961832;0.17917396855848267
142109800;0.17105263157894737;0.3455098934550989;0.14844653022151344
196653822;0.08771929824561403;0.2877059569074778;0.07778493739689642
373367071;0.16228070175438597;0.2951885565669701;0.14724460035119166
178262460;0.013157894736842105;0.23139653414882771;3.099246832045173e-05
66202027;0.18421052631578946;0.3989455184534271;0.02676043600693908
290517295;0.03070175438596491;0.30634278002699056;0.0026190960287173957
65332596;0.008771929824561403;0.3042895442359249;0.0034515807569564356
157492321;0.017543859649122806;0.301460823373174;0.0010142321504808813
