4440995
39244153;367798724;235897006;184384357;180548850;161193027;145991603;143467744;138062764;137636011;137071050;134095207;118591534;113697460;105897517;103289205;94822918;93718578;90215761;66606777;66202027;65561782;64522368;62722639;60059102;54226354;53651366;52305642;42366752;40693989;39555462;80429607;59477024;53389453;38128854;36704197;30189819;28202231;26837438;22454482;13023176
39555462;209066411;161193027;151625658;143467744;137071050;103289205;98256139;93718578;90215761;70536455;66606777;65561782;64522368;64387636;62722639;60059102;52432087;42366752;40693989;39244153;36880180;30189819;28202231;26436193;22454482;13023176;7746664
39605362;380629455;373367071;365614203;342795530;307748880;280229852;279333435;276437892;223881754;193301481;188876678;182708703;163817106;153454462;142109800;137417896;127984737;115705314;114141450;100738103;98110832;89141816;85289689;83119887;81526353;71596581;68011568;60254256;36565259;35468814;34598859;30541895;19641842;16673389;11692038;8913873;5765873
40693989;170662422;151625658;137071050;106763490;105894348;98256139;70536455;65561782;65516327;64522368;62722639;59477024;52432087;52305642;42366752;39555462;39244153;36880180;30189819;28202231;26436193
41614544;380629455;223881754;221021382;153454462;142109800;115705314;114242663;114141450;98110832;61333091;46872321;5765873
42366752;256231218;161193027;92302263;59477024;40693989;39555462;39244153;30189819;20020094;13023176;10831350
43506759;59477024;25641826
44144085;213763959;209858113;101561371
46872321;380629455;276437892;193301481;154745473;142109800;114242663;114141450;100738103;98110832;81526353;61333091;52706134;41614544;35468814;30541895;19641842;8913873
50088564;98256139;93718578;53651366;192962726;143467744;19073729
52305642;200023930;155211628;137071050;109174409;103289205;98256139;93718578;90215761;80429607;79958332;69011954;66202027;64522368;40693989;39244153;36704197;30189819;13847248;13023176
52432087;367798724;235897006;170662422;106763490;105894348;105363091;98256139;67410509;65561782;65516327;55277602;40693989;39555462;38128854;28202231;19612878;13023176
52706134;409106704;380629455;373367071;280229852;193301481;154745473;142109800;141691318;114242663;114141450;100738103;98110832;81526353;61333091;60254256;46872321;34598859;30541895;19641842;8913873;5765873
53389453;381977137;367798724;235897006;145311702;144494752;143467744;138062764;137636011;137071050;135174451;134095207;118591534;113697460;105363091;101779154;98256139;93718578;90215761;80429607;77868213;66606777;66202027;65561782;65516327;64522368;62722639;60059102;59477024;53651366;39244153;38128854;36704197;28202231;13023176
53433574;239292372;235897006;209066411;207242142;200023930;184384357;155211628;153613008;144494752;138062764;134095207;113697460;109174409;105897517;101667591;98256139;87094013;80429607;69011954;66606777;65561782;62722639;59477024;28202231;13023176
53651366;235897006;161193027;143467744;137071050;118591534;113164231;109174409;105363091;98256139;90215761;79958332;62722639;53389453;50088564;39244153;38128854;36880180;30189819;28202231;22454482;20020094;13023176;7746664
53872439;69828080
54226354;315038229;235897006;232831985;208957087;200023930;194561462;162297277;160262936;135174451;134095207;118591534;113697460;105897517;101667591;92302263;84725288;80429607;79958332;77868213;66606777;66202027;62722639;59477024;39244153;36704197
55277602;170662422;157492321;106763490;105894348;98256139;65516327;59477024;52432087
55512780;18021920
56085040;307748880;279333435;223881754;193329243;191866817;188876678;163817106;153454462;133644509;126337514;98110832;92104278;89141816;85289689;35468814;30541895;28966029;20393372;5765873
56449723;236856029;177555150;37225098;34598859;19641842;8913873;5765873
58508093;235897006;200023930;155211628;145311702;135174451;105897517;66606777;62722639
59477024;381977137;367798724;315038229;239292372;235897006;232831985;209066411;208957087;194561462;193329243;180548850;175708881;163817106;162297277;161193027;145311702;143467744;138062764;137636011;137071050;135174451;134095207;133250453;118591534;113697460;109174409;105897517;105363091;101779154;101667591;98256139;96392913;94822918;93718578;92302263;90215761;84725288;80429607;79958332;77868213;70536455;69828080;69011954;66606777;66202027;65561782;64668986;64522368;62722639;60059102;39244153;55277602;54226354;53433574;53389453;43506759;42366752;40693989;38128854;36880180;36704197;30189819;28202231;26837438;25641826;22454482;19612878;13417151;13023176
60059102;367798724;235897006;200023930;162297277;155211628;153613008;138062764;137071050;134095207;113697460;113164231;112677397;109174409;105897517;101667591;93718578;90215761;77868213;69011954;66202027;65561782;64522368;59477024;53389453;39555462;39244153;28202231
60254256;373367071;365614203;342795530;280229852;276437892;193301481;154745473;142109800;137417896;127984737;119149469;115705314;114242663;114141450;100738103;98110832;85289689;83119887;81526353;68011568;61333091;52706134;39605362;36565259;30541895;20393372;19641842;8913873;5765873
61333091;380629455;280229852;221021382;196653822;154745473;153454462;142109800;119149469;115705314;114242663;114141450;100738103;98110832;92104278;83119887;81526353;60254256;52706134;46872321;41614544;34598859;30541895;19641842;8913873
61378354;144676667;24775753
61405879;332244842;83507415;28202231;24775753
62722639;367798724;256231218;239292372;235897006;232831985;209858113;209066411;208957087;207242142;200023930;194561462;184384357;180548850;175708881;162297277;161193027;159635153;156926515;155211628;153613008;145311702;144494752;143467744;138062764;135174451;134095207;133250453;118591534;113697460;109174409;105897517;105363091;101779154;101667591;98256139;94822918;93718578;92302263;90215761;87094013;84725288;80429607;79958332;77868213;70536455;69828080;69011954;66606777;66202027;65561782;64668986;64522368;58508093;59477024;54226354;53651366;53433574;53389453;40693989;39555462;39244153;38128854;36704197;28202231;26837438;16060304;13847248;13417151;13023176
64387636;209066411;143467744;105363091;98256139;39555462;36880180;36565259;16673389
64522368;381977137;367798724;235897006;208957087;184384357;162297277;156926515;145311702;144494752;143467744;138062764;137636011;137071050;134095207;118591534;113164231;105897517;105363091;103289205;101667591;98256139;97584698;96392913;94822918;93718578;92302263;90215761;79958332;77868213;69011954;66606777;66202027;65561782;62722639;60059102;59477024;53389453;52305642;40693989;39555462;39244153;38128854;36880180;36704197;30189819;28202231;19612878;13417151;13023176
64668986;232831985;209858113;207242142;87094013;84725288;62722639;59477024;13417151
65332596;273926663;193329243
65516327;170662422;153613008;106763490;105894348;98256139;65561782;55277602;53389453;52432087;40693989;28202231;13023176
65561782;381977137;367798724;239292372;235897006;208957087;200023930;162297277;145311702;138062764;137071050;134095207;118591534;113697460;105897517;105363091;98256139;93718578;92302263;90215761;84725288;77868213;69011954;66606777;66202027;65516327;64522368;62722639;60059102;59477024;53433574;53389453;52432087;40693989;39555462;39244153;38128854;36880180;28202231;13847248;13023176
66202027;381977137;239292372;235897006;232831985;208957087;200023930;194561462;162297277;155211628;145311702;144494752;143467744;137071050;135174451;134095207;118591534;109174409;101779154;101667591;98256139;93718578;92302263;90215761;84725288;79958332;77868213;69011954;66606777;65561782;64522368;62722639;60059102;59477024;54226354;53389453;52305642;39244153;38128854;36880180;36704197;28202231;13023176
66606777;381977137;367798724;239292372;235897006;232831985;209066411;208957087;200023930;194561462;180548850;168172797;162297277;161193027;145311702;144494752;138062764;137071050;135174451;134095207;118591534;109174409;101667591;98256139;96392913;93718578;92302263;90215761;84725288;80429607;79958332;77868213;69011954;58508093;66202027;65561782;64522368;62722639;59477024;54226354;53433574;53389453;39555462;39244153;38128854;36704197;28202231;13023176
67410509;106763490;97584698;52432087
68011568;365614203;307748880;276437892;223881754;196653822;193301481;191866817;188876678;163817106;137417896;127984737;114141450;85289689;60254256;39605362;36565259;35468814;30541895;28966029;11692038
69011954;239292372;235897006;207242142;200023930;155211628;153613008;145311702;144494752;143467744;135174451;118591534;113697460;109174409;105894348;101779154;98256139;92302263;80429607;66606777;66202027;65561782;64522368;62722639;60059102;59477024;53433574;52305642;30189819;28202231;16060304;13023176
69828080;156505285;122439335;62722639;59477024;53872439
70536455;209858113;209066411;184384357;109174409;92302263;62722639;59477024;40693989;39555462;30189819;28202231;22454482;13417151;7746664
71596581;373367071;365614203;342795530;280229852;223881754;221021382;182708703;177555150;154745473;141691318;137417896;100738103;98110832;91715542;89141816;85289689;81526353;39605362;36565259;34598859;30541895;8913873;7601666;5765873
74157439;374191490;328663637;193329243;185396557;87551155
76896997;145991603;137688958;100578402
77868213;235897006;221981419;200023930;162297277;145311702;144494752;143467744;137071050;101779154;98256139;94822918;66606777;66202027;65561782;64522368;62722639;60059102;59477024;54226354;53389453;28202231;13023176
79958332;381977137;367798724;239292372;235897006;232831985;209858113;208957087;200023930;194561462;175708881;162297277;161193027;156926515;145311702;138062764;137071050;135174451;134095207;118591534;105897517;101667591;96392913;93718578;92302263;84725288;66606777;66202027;64522368;62722639;59477024;54226354;53651366;52305642;36704197;30189819;28202231;20020094;13417151
80429607;207242142;200023930;159635153;155211628;145311702;135174451;134095207;113697460;109174409;105897517;101779154;98256139;93718578;39244153;69011954;66606777;62722639;59477024;54226354;53433574;53389453;52305642;36704197;28202231;13023176
81526353;373367071;365614203;342795530;280229852;223881754;221021382;196653822;193301481;191866817;142109800;137417896;115705314;114242663;114141450;100738103;98110832;85289689;71596581;61333091;60254256;52706134;46872321;39605362;36565259;34598859;30541895;19641842;8913873
83108217;122439335
83119887;413681022;380629455;373367071;365614203;307748880;276437892;236856029;221021382;196653822;191866817;154745473;142109800;127984737;119149469;115705314;114141450;100738103;98110832;61333091;60254256;39605362;37225098;36565259;30541895;8913873;6810355;5765873
83507415;434922109;232831985;180840712;148157155;144676667;61405879;24775753
84725288;381977137;239292372;232831985;209858113;208957087;200023930;194561462;175708881;162297277;135174451;133250453;112677397;101667591;92302263;145311702;79958332;66606777;66202027;65561782;64668986;62722639;59477024;54226354;36704197;22454482;13847248;13417151;13023176
85289689;373367071;365614203;342795530;307748880;279333435;276437892;223881754;193329243;193301481;191866817;188876678;182708703;163817106;153454462;137417896;133644509;126337514;115705314;114141450;109837130;100738103;98110832;92104278;91715542;89141816;81526353;71596581;68011568;60254256;56085040;39605362;36565259;35468814;34598859;30541895;28966029;20393372;8913873;7601666;5765873
87094013;209858113;207242142;200023930;184384357;175708881;153613008;145311702;113697460;109174409;105897517;98256139;64668986;62722639;53433574;22454482
87551155;374191490;74157439
89141816;365614203;342795530;307748880;280229852;279333435;276437892;223881754;193329243;193301481;191866817;188876678;182708703;163817106;142109800;137417896;133644509;126337514;115705314;114242663;114141450;109837130;100738103;98110832;92104278;91715542;85289689;71596581;56085040;39605362;37225098;36565259;35468814;34598859;30541895;28966029;20393372;19641842;16673389;11692038;8913873;7601666;6810355;5765873
89937930;118591534;109174409;98256139;97584698;26436193
90215761;381977137;235897006;200023930;155211628;153613008;138062764;137636011;134095207;105897517;101779154;98256139;94822918;93718578;66606777;66202027;65561782;64522368;62722639;60059102;59477024;53651366;53389453;52305642;39555462;39244153;38128854;36880180;36704197;30189819;28202231;13023176
91715542;342795530;279333435;223881754;191866817;182708703;89141816;85289689;71596581;34598859;28966029;5765873
92104278;328978162;307748880;279333435;223881754;193329243;191866817;188876678;182708703;163817106;133644509;126337514;114141450;109837130;89141816;85289689;61333091;56085040;35468814;34598859;28966029;20393372;8913873;5765873
92302263;239292372;235897006;232831985;209858113;208957087;200023930;194561462;184384357;180548850;168172797;162297277;159635153;156926515;155211628;145311702;138062764;137071050;135174451;134095207;113697460;109174409;105897517;101667591;84725288;79958332;70536455;69011954;66606777;66202027;65561782;64522368;62722639;59477024;54226354;42366752;38128854;36704197;28202231;22454482;13417151;13023176
92451580;387834994;328663637;193329243
93718578;367798724;235897006;180548850;145311702;143467744;138062764;137636011;137071050;134095207;118591534;113697460;109174409;101667591;98256139;90215761;80429607;79958332;66606777;66202027;65561782;64522368;62722639;60059102;59477024;53389453;52305642;50088564;39555462;39244153;38128854;36704197;30189819;28202231;19073729;13023176
94822918;434922109;290517295;184384357;161193027;144494752;143467744;136965395;113164231;103289205;98256139;96392913;90215761;77868213;64522368;62722639;59477024;39244153;38128854;28202231;7746664
95234059;185206022
96392913;367798724;290517295;235897006;161193027;145311702;143467744;137071050;113164231;98256139;94822918;79958332;66606777;64522368;59477024;30189819;28202231;13023176
97584698;98256139;89937930;67410509;64522368;38128854;28202231;19612878
98110832;380629455;373367071;365614203;342795530;307748880;280229852;279333435;276437892;236856029;223881754;221021382;204849163;196653822;193301481;191866817;188876678;182708703;177555150;154745473;153454462;142109800;141691318;137417896;127984737;119149469;115705314;114242663;114141450;100738103;89141816;85289689;83119887;81526353;71596581;61333091;60254256;56085040;52706134;46872321;41614544;39605362;37225098;36565259;35468814;34598859;30541895;28966029;20393372;19641842;16673389;11692038;8913873;7601666;6810355;5765873
98256139;381977137;367798724;239292372;235897006;209066411;208957087;207242142;200023930;170662422;162297277;161193027;159635153;157492321;155211628;153613008;145311702;144494752;143467744;143300668;137636011;137071050;134095207;113697460;113164231;109174409;108646079;106763490;105894348;103289205;97584698;96392913;94822918;93718578;90215761;89937930;87094013;80429607;77868213;69011954;66606777;66202027;65561782;65516327;64522368;64387636;62722639;59477024;55277602;53651366;53433574;53389453;52432087;52305642;50088564;40693989;39555462;38128854;28202231;13023176
100578402;178262460;145991603;137688958;137656754;76896997;14009027
100738103;409106704;380629455;373367071;365614203;342795530;280229852;223881754;221021382;204849163;193329243;193301481;191866817;185396557;163817106;154745473;153454462;142109800;141691318;127984737;121842052;119149469;115705314;114242663;114141450;98110832;89141816;85289689;83119887;81526353;71596581;61333091;60254256;52706134;46872321;39605362;37225098;35468814;34598859;30541895;19641842;11692038;8913873;7601666;6810355;5765873
101561371;213763959;201801689;145549362;44144085
101667591;239292372;235897006;232831985;208957087;200023930;162297277;145311702;138062764;135174451;113697460;93718578;92302263;84725288;79958332;66606777;66202027;64522368;62722639;60059102;59477024;54226354;53433574;36704197;30189819
101779154;207242142;153613008;145311702;143467744;109174409;90215761;80429607;77868213;69011954;66202027;62722639;59477024;53389453;13023176
103289205;184384357;161193027;159635153;156926515;143467744;137071050;113164231;98256139;94822918;64522368;52305642;39555462;39244153;38128854;28202231
105363091;381977137;367798724;235897006;208957087;161193027;118591534;65561782;64522368;64387636;62722639;59477024;53651366;53389453;52432087;28202231;20020094;13847248;7746664
105894348;144494752;143300668;106763490;98256139;69011954;65516327;55277602;52432087;40693989
105897517;381977137;367798724;290517295;235897006;232831985;209066411;207242142;200023930;194561462;184384357;162297277;156926515;155211628;138062764;137071050;134095207;118591534;109174409;58508093;92302263;90215761;87094013;80429607;79958332;65561782;64522368;62722639;60059102;59477024;54226354;53433574;39244153;38128854;36704197;28202231;13417151;7746664
106763490;170662422;157492321;143300668;105894348;98256139;67410509;65516327;55277602;52432087;40693989
108646079;98256139
109174409;239292372;209066411;207242142;200023930;194561462;175708881;156926515;155211628;153613008;145311702;138062764;118591534;113697460;105897517;101779154;98256139;93718578;92302263;89937930;87094013;80429607;70536455;69011954;66606777;66202027;62722639;60059102;59477024;53651366;53433574;52305642;28202231;13417151;13023176
109837130;387834994;342795530;307748880;279333435;223881754;201801689;191866817;188876678;163817106;133644509;92104278;89141816;85289689;35468814;34598859;30541895;28966029;20393372;7601666;5765873
112122624;200023930;19073729
112677397;84725288;60059102
113164231;235897006;168172797;161193027;159635153;143467744;138062764;137071050;103289205;98256139;96392913;94822918;64522368;60059102;53651366;38128854;28202231;13417151;13023176;7746664
113697460;381977137;239292372;235897006;208957087;200023930;184384357;162297277;145311702;144494752;143467744;138062764;135174451;134095207;118591534;109174409;101667591;98256139;93718578;92302263;87094013;80429607;69011954;65561782;62722639;60059102;59477024;54226354;53433574;53389453;39244153;38128854;36704197;13023176
114141450;380629455;365614203;307748880;280229852;276437892;223881754;221021382;193329243;193301481;191866817;185396557;163817106;154745473;153454462;142109800;141691318;133644509;127984737;121842052;119149469;115705314;114242663;100738103;98110832;92104278;89141816;85289689;83119887;81526353;68011568;61333091;60254256;52706134;46872321;41614544;39605362;36565259;34598859;30541895;28966029;20393372;19641842;16673389;11692038;8913873;6810355;5765873
114242663;380629455;280229852;223881754;204849163;196653822;193301481;188876678;154745473;142109800;141691318;119149469;115705314;114141450;100738103;98110832;89141816;81526353;61333091;60254256;52706134;46872321;41614544;37225098;30541895;19641842;8913873;6810355
115705314;413681022;380629455;373367071;365614203;342795530;280229852;276437892;223881754;221021382;196653822;193301481;191866817;188876678;163817106;153454462;142109800;137417896;127984737;119149469;114242663;114141450;100738103;98110832;89141816;85289689;83119887;81526353;61333091;60254256;41614544;39605362;37225098;36565259;35468814;34598859;30541895;19641842;16673389;8913873;6810355;5765873
118591534;381977137;367798724;239292372;235897006;232831985;208957087;200023930;194561462;184384357;180548850;162297277;155211628;138062764;137071050;134095207;118715925;113697460;109174409;105897517;105363091;93718578;89937930;79958332;69011954;66606777;66202027;65561782;64522368;62722639;59477024;54226354;53651366;53389453;39244153;38128854;36704197;13417151
118715925;118591534;38128854
119149469;380629455;373367071;365614203;276437892;223881754;221021382;196653822;193301481;188876678;177555150;154745473;153454462;142109800;137417896;115705314;114242663;114141450;100738103;98110832;83119887;61333091;60254256;37225098;36565259;34598859;19641842;8913873
121842052;280229852;223881754;114141450;100738103;37225098;36565259;19641842;8913873
122241940;221981419;145991603;14009027
122439335;83108217;69828080
124069869
126337514;373367071;342795530;307748880;279333435;223881754;221021382;193329243;191866817;188876678;182708703;163817106;137417896;133644509;127984737;92104278;89141816;85289689;56085040;35468814;34598859;28966029;20393372;11692038;8913873;5765873
127984737;380629455;373367071;307748880;280229852;279333435;276437892;223881754;193301481;188876678;142109800;137417896;126337514;115705314;114141450;100738103;98110832;83119887;68011568;60254256;39605362;36565259;35468814;30541895;8913873
133250453;232831985;192962726;138062764;84725288;62722639;59477024;13417151
133644509;342795530;307748880;223881754;193329243;193301481;191866817;188876678;163817106;126337514;114141450;109837130;92104278;89141816;85289689;56085040;36565259;35468814;34598859;28966029;20393372;6810355
134095207;381977137;367798724;235897006;232831985;208957087;200023930;162297277;138062764;135174451;118591534;113697460;105897517;98256139;93718578;92302263;90215761;80429607;79958332;66606777;66202027;65561782;64522368;62722639;60059102;59477024;54226354;53433574;53389453;39244153;38128854;36704197;28202231
134181320;180840712;332244842
134352151;146164829
135174451;367798724;239292372;235897006;232831985;208957087;200023930;194561462;162297277;155211628;145311702;138062764;58508093;134095207;113697460;101667591;92302263;84725288;80429607;79958332;69011954;66606777;66202027;62722639;59477024;54226354;53389453;38128854;36704197
136965395;332244842;94822918;28202231
137071050;367798724;235897006;232831985;200023930;168172797;162297277;156926515;143467744;138062764;137636011;118591534;113164231;105897517;103289205;98256139;96392913;93718578;92302263;79958332;77868213;66606777;66202027;65561782;64522368;60059102;59477024;53651366;53389453;52305642;40693989;39555462;39244153;38128854;36880180;36704197;30189819;28202231;13023176;7746664
137417896;373367071;365614203;342795530;307748880;279333435;276437892;236856029;223881754;221021382;196653822;193301481;191866817;188876678;177555150;163817106;127984737;126337514;119149469;115705314;98110832;89141816;85289689;81526353;71596581;68011568;60254256;39605362;36565259;34598859;30541895;28966029;11692038;8913873;5765873
137636011;381977137;137071050;98256139;93718578;90215761;64522368;59477024;53389453;39244153;38128854;28202231;13023176
137656754;145991603;137688958;178262460;168172797;100578402
137688958;145991603;137656754;100578402;76896997;14009027
138062764;381977137;367798724;235897006;208957087;200023930;184384357;175708881;162297277;144494752;137071050;135174451;134095207;133250453;118591534;113697460;113164231;109174409;105897517;101667591;93718578;92302263;90215761;79958332;66606777;65561782;64522368;62722639;60059102;59477024;53433574;53389453;39244153;38128854;28202231
141691318;373367071;280229852;204849163;193301481;177555150;154745473;114242663;114141450;100738103;98110832;71596581;52706134;34598859;30541895;8913873
142109800;413681022;380629455;280229852;276437892;223881754;221021382;196653822;193329243;193301481;191866817;188876678;185396557;163817106;154745473;153454462;127984737;119149469;115705314;114242663;114141450;100738103;98110832;89141816;83119887;81526353;61333091;60254256;52706134;46872321;41614544;39605362;37225098;36565259;34598859;30541895;19641842;8913873;6810355;5765873
143300668;145991603;106763490;105894348;98256139;33281690
143467744;235897006;184384357;180548850;168172797;161193027;159635153;145311702;144494752;50088564;137071050;113697460;113164231;103289205;101779154;98256139;96392913;94822918;93718578;77868213;69011954;66202027;64522368;64387636;62722639;59477024;53651366;53389453;39555462;39244153;38128854;30189819;28202231;19073729;13023176
144494752;381977137;367798724;290517295;239292372;235897006;232831985;200023930;184384357;161193027;153613008;143467744;138062764;113697460;105894348;98256139;94822918;77868213;69011954;66606777;66202027;64522368;62722639;53433574;53389453;28202231;13023176
144676667;434922109;381977137;290517295;180840712;148157155;83507415;61378354;28202231;24775753
145311702;239292372;235897006;200023930;162297277;156926515;155211628;153613008;84725288;58508093;143467744;135174451;113697460;109174409;101779154;101667591;98256139;96392913;93718578;92302263;87094013;80429607;79958332;77868213;69011954;66606777;66202027;65561782;64522368;62722639;59477024;53389453;38128854;36704197;30189819;28202231;19612878;19073729;13023176
145549362;101561371
145991603;178262460;143300668;137688958;137656754;122241940;100578402;76896997;39244153;14009027
146139512;26837438
146164829;134352151
148157155;144676667;83507415;24775753
151625658;40693989;39555462;22454482
153454462;380629455;373367071;365614203;342795530;280229852;276437892;223881754;221021382;193329243;193301481;191866817;188876678;177555150;154745473;142109800;119149469;115705314;114141450;100738103;98110832;85289689;61333091;56085040;41614544;39605362;36565259;30541895;6810355;5765873
153613008;239292372;207242142;200023930;155211628;145311702;144494752;109174409;101779154;98256139;90215761;87094013;69011954;65516327;62722639;60059102;53433574;28202231;13023176
154745473;380629455;373367071;280229852;236856029;223881754;221021382;204849163;193301481;153454462;142109800;141691318;119149469;114242663;114141450;100738103;98110832;83119887;71596581;61333091;60254256;52706134;46872321;34598859;30541895;19641842;8913873;6810355;5765873
